nrens=   100 nrwells=     5 nrdata=     3 nx=    36
   1   3   4  90   0.000000E+00
   2   3   4  90   0.000000E+00
   3   3   4  90   0.000000E+00
   4   3   4  90   0.000000E+00
   5   3   4  90   0.000000E+00
   6   3   4  90   0.000000E+00
   7   3   4  90   0.000000E+00
   8   3   4  90  -0.000000E+00
   9   3   4  90  -0.000000E+00
  10   3   4  90  -0.000000E+00
  11   3   4  90  -0.000000E+00
  12   3   4  90  -0.000000E+00
  13   3   4  90  -0.518109E+06
  14   3   4  90  -0.530226E+06
  15   3   4  90  -0.537696E+06
  16   3   4  90  -0.519063E+06
  17   3   4  90  -0.455253E+06
  18   3   4  90  -0.393641E+06
  19   3   4  90  -0.332091E+06
  20   3   4  90  -0.276741E+06
  21   3   4  90  -0.231355E+06
  22   3   4  90  -0.195648E+06
  23   3   4  90  -0.159667E+06
  24   3   4  90  -0.140773E+06
  25   3   4  90  -0.117615E+06
  26   3   4  90  -0.998924E+05
  27   3   4  90  -0.828688E+05
  28   3   4  90  -0.723186E+05
  29   3   4  90  -0.595033E+05
  30   3   4  90  -0.469616E+05
  31   3   4  90  -0.383818E+05
  32   3   4  90  -0.282144E+05
  33   3   4  90  -0.201052E+05
  34   3   4  90  -0.130771E+05
  35   3   4  90  -0.738173E+04
  36   3   4  90  -0.292079E+04
   1   1   5  90   0.000000E+00
   2   1   5  90   0.000000E+00
   3   1   5  90   0.000000E+00
   4   1   5  90   0.000000E+00
   5   1   5  90   0.000000E+00
   6   1   5  90   0.000000E+00
   7   1   5  90   0.000000E+00
   8   1   5  90   0.000000E+00
   9   1   5  90   0.000000E+00
  10   1   5  90   0.000000E+00
  11   1   5  90   0.000000E+00
  12   1   5  90   0.000000E+00
  13   1   5  90   0.113746E+03
  14   1   5  90  -0.221546E+01
  15   1   5  90  -0.417047E+02
  16   1   5  90  -0.803360E+02
  17   1   5  90  -0.141701E+03
  18   1   5  90  -0.194071E+03
  19   1   5  90  -0.316938E+03
  20   1   5  90  -0.312171E+03
  21   1   5  90  -0.345328E+03
  22   1   5  90  -0.331213E+03
  23   1   5  90  -0.406022E+03
  24   1   5  90  -0.415036E+03
  25   1   5  90  -0.380450E+03
  26   1   5  90  -0.327090E+03
  27   1   5  90  -0.312776E+03
  28   1   5  90  -0.276115E+03
  29   1   5  90  -0.244927E+03
  30   1   5  90  -0.250336E+03
  31   1   5  90  -0.232701E+03
  32   1   5  90  -0.231668E+03
  33   1   5  90  -0.269231E+03
  34   1   5  90  -0.290793E+03
  35   1   5  90  -0.309175E+03
  36   1   5  90  -0.350325E+03
   1   2   5  90   0.000000E+00
   2   2   5  90   0.000000E+00
   3   2   5  90   0.000000E+00
   4   2   5  90   0.000000E+00
   5   2   5  90   0.000000E+00
   6   2   5  90   0.000000E+00
   7   2   5  90   0.000000E+00
   8   2   5  90   0.000000E+00
   9   2   5  90   0.000000E+00
  10   2   5  90   0.000000E+00
  11   2   5  90   0.000000E+00
  12   2   5  90   0.000000E+00
  13   2   5  90   0.272299E+00
  14   2   5  90  -0.183331E+00
  15   2   5  90  -0.619832E+00
  16   2   5  90  -0.103276E+01
  17   2   5  90  -0.141840E+01
  18   2   5  90  -0.177287E+01
  19   2   5  90  -0.209145E+01
  20   2   5  90  -0.236809E+01
  21   2   5  90  -0.259540E+01
  22   2   5  90  -0.276509E+01
  23   2   5  90  -0.286881E+01
  24   2   5  90  -0.289939E+01
  25   2   5  90  -0.285229E+01
  26   2   5  90  -0.272711E+01
  27   2   5  90  -0.252892E+01
  28   2   5  90  -0.226904E+01
  29   2   5  90  -0.196505E+01
  30   2   5  90  -0.163966E+01
  31   2   5  90  -0.131848E+01
  32   2   5  90  -0.102698E+01
  33   2   5  90  -0.786928E+00
  34   2   5  90  -0.613301E+00
  35   2   5  90  -0.512108E+00
  36   2   5  90  -0.546931E+00
   1   3   5  90  -0.000000E+00
   2   3   5  90  -0.000000E+00
   3   3   5  90  -0.000000E+00
   4   3   5  90  -0.000000E+00
   5   3   5  90  -0.000000E+00
   6   3   5  90  -0.000000E+00
   7   3   5  90  -0.000000E+00
   8   3   5  90  -0.000000E+00
   9   3   5  90  -0.000000E+00
  10   3   5  90  -0.000000E+00
  11   3   5  90  -0.000000E+00
  12   3   5  90  -0.000000E+00
  13   3   5  90  -0.803398E+06
  14   3   5  90  -0.756979E+06
  15   3   5  90  -0.722298E+06
  16   3   5  90  -0.635678E+06
  17   3   5  90  -0.552603E+06
  18   3   5  90  -0.438704E+06
  19   3   5  90  -0.300154E+06
  20   3   5  90  -0.158751E+06
  21   3   5  90  -0.180873E+05
  22   3   5  90   0.696300E+05
  23   3   5  90   0.113360E+06
  24   3   5  90   0.151981E+06
  25   3   5  90   0.184614E+06
  26   3   5  90   0.195186E+06
  27   3   5  90   0.220304E+06
  28   3   5  90   0.231881E+06
  29   3   5  90   0.248569E+06
  30   3   5  90   0.242659E+06
  31   3   5  90   0.210773E+06
  32   3   5  90   0.207440E+06
  33   3   5  90   0.186557E+06
  34   3   5  90   0.154073E+06
  35   3   5  90   0.140550E+06
  36   3   5  90   0.110053E+06
   1   1   1  91   0.394964E+03
   2   1   1  91   0.424579E+03
   3   1   1  91   0.445074E+03
   4   1   1  91   0.450588E+03
   5   1   1  91   0.426869E+03
   6   1   1  91   0.301189E+03
   7   1   1  91   0.177351E+03
   8   1   1  91   0.968597E+02
   9   1   1  91  -0.154413E+02
  10   1   1  91  -0.204723E+03
  11   1   1  91  -0.431838E+03
  12   1   1  91  -0.644998E+03
  13   1   1  91  -0.844980E+03
  14   1   1  91  -0.105253E+04
  15   1   1  91  -0.120141E+04
  16   1   1  91  -0.133489E+04
  17   1   1  91  -0.142216E+04
  18   1   1  91  -0.147853E+04
  19   1   1  91  -0.146774E+04
  20   1   1  91  -0.143475E+04
  21   1   1  91  -0.135496E+04
  22   1   1  91  -0.123593E+04
  23   1   1  91  -0.110123E+04
  24   1   1  91  -0.943884E+03
  25   1   1  91  -0.715817E+03
  26   1   1  91  -0.505835E+03
  27   1   1  91  -0.317267E+03
  28   1   1  91  -0.165719E+03
  29   1   1  91  -0.428584E+02
  30   1   1  91   0.567322E+02
  31   1   1  91   0.134187E+03
  32   1   1  91   0.196983E+03
  33   1   1  91   0.260972E+03
  34   1   1  91   0.285137E+03
  35   1   1  91   0.291397E+03
  36   1   1  91   0.263122E+03
   1   2   1  91  -0.117385E+01
   2   2   1  91  -0.176344E+01
   3   2   1  91  -0.232809E+01
   4   2   1  91  -0.283862E+01
   5   2   1  91  -0.326711E+01
   6   2   1  91  -0.358985E+01
   7   2   1  91  -0.378981E+01
   8   2   1  91  -0.385840E+01
   9   2   1  91  -0.379611E+01
  10   2   1  91  -0.361218E+01
  11   2   1  91  -0.332349E+01
  12   2   1  91  -0.295287E+01
  13   2   1  91  -0.252707E+01
  14   2   1  91  -0.207438E+01
  15   2   1  91  -0.162222E+01
  16   2   1  91  -0.120654E+01
  17   2   1  91  -0.138674E+01
  18   2   1  91  -0.160319E+01
  19   2   1  91  -0.146351E+01
  20   2   1  91  -0.875365E-01
  21   2   1  91   0.316120E+01
  22   2   1  91   0.913374E+01
  23   2   1  91   0.195199E+02
  24   2   1  91   0.374535E+02
  25   2   1  91   0.731157E+02
  26   2   1  91   0.126351E+03
  27   2   1  91   0.203817E+03
  28   2   1  91   0.290229E+03
  29   2   1  91   0.381666E+03
  30   2   1  91   0.483209E+03
  31   2   1  91   0.588447E+03
  32   2   1  91   0.696163E+03
  33   2   1  91   0.772803E+03
  34   2   1  91   0.906122E+03
  35   2   1  91   0.100900E+04
  36   2   1  91   0.114567E+04
   1   3   1  91  -0.580943E+06
   2   3   1  91  -0.478421E+06
   3   3   1  91  -0.379379E+06
   4   3   1  91  -0.284925E+06
   5   3   1  91  -0.198927E+06
   6   3   1  91  -0.819717E+05
   7   3   1  91   0.587321E+05
   8   3   1  91   0.190774E+06
   9   3   1  91   0.307800E+06
  10   3   1  91   0.427011E+06
  11   3   1  91   0.457053E+06
  12   3   1  91   0.518448E+06
  13   3   1  91   0.560948E+06
  14   3   1  91   0.609094E+06
  15   3   1  91   0.625663E+06
  16   3   1  91   0.632213E+06
  17   3   1  91   0.650255E+06
  18   3   1  91   0.635492E+06
  19   3   1  91   0.611473E+06
  20   3   1  91   0.592021E+06
  21   3   1  91   0.558816E+06
  22   3   1  91   0.516181E+06
  23   3   1  91   0.463853E+06
  24   3   1  91   0.404996E+06
  25   3   1  91   0.314761E+06
  26   3   1  91   0.211742E+06
  27   3   1  91   0.131943E+06
  28   3   1  91   0.665949E+05
  29   3   1  91   0.133465E+05
  30   3   1  91  -0.273569E+05
  31   3   1  91  -0.555055E+05
  32   3   1  91  -0.749525E+05
  33   3   1  91  -0.890432E+05
  34   3   1  91  -0.859467E+05
  35   3   1  91  -0.789898E+05
  36   3   1  91  -0.658433E+05
   1   1   2  91  -0.109202E+04
   2   1   2  91  -0.865235E+03
   3   1   2  91  -0.693278E+03
   4   1   2  91  -0.535805E+03
   5   1   2  91  -0.399885E+03
   6   1   2  91  -0.265993E+03
   7   1   2  91  -0.138420E+03
   8   1   2  91  -0.269738E+02
   9   1   2  91   0.744401E+02
  10   1   2  91   0.161553E+03
  11   1   2  91   0.233944E+03
  12   1   2  91   0.290708E+03
  13   1   2  91   0.340658E+03
  14   1   2  91   0.390565E+03
  15   1   2  91   0.418049E+03
  16   1   2  91   0.471554E+03
  17   1   2  91   0.527710E+03
  18   1   2  91   0.540986E+03
  19   1   2  91   0.563287E+03
  20   1   2  91   0.559854E+03
  21   1   2  91   0.550282E+03
  22   1   2  91   0.539361E+03
  23   1   2  91   0.513838E+03
  24   1   2  91   0.458058E+03
  25   1   2  91   0.464695E+03
  26   1   2  91   0.415256E+03
  27   1   2  91   0.374266E+03
  28   1   2  91   0.359417E+03
  29   1   2  91   0.342515E+03
  30   1   2  91   0.338701E+03
  31   1   2  91   0.372038E+03
  32   1   2  91   0.360057E+03
  33   1   2  91   0.335479E+03
  34   1   2  91   0.323449E+03
  35   1   2  91   0.304267E+03
  36   1   2  91   0.290039E+03
   1   2   2  91   0.316094E+01
   2   2   2  91   0.310636E+01
   3   2   2  91   0.297397E+01
   4   2   2  91   0.278541E+01
   5   2   2  91   0.256326E+01
   6   2   2  91   0.232829E+01
   7   2   2  91   0.209716E+01
   8   2   2  91   0.188103E+01
   9   2   2  91   0.168516E+01
  10   2   2  91   0.150960E+01
  11   2   2  91   0.135052E+01
  12   2   2  91   0.120201E+01
  13   2   2  91   0.105778E+01
  14   2   2  91   0.912749E+00
  15   2   2  91   0.764001E+00
  16   2   2  91   0.611221E+00
  17   2   2  91   0.000000E+00
  18   2   2  91   0.303732E+00
  19   2   2  91   0.157367E+00
  20   2   2  91   0.214087E-01
  21   2   2  91  -0.132682E+00
  22   2   2  91  -0.106529E+01
  23   2   2  91  -0.471706E+01
  24   2   2  91  -0.111466E+02
  25   2   2  91  -0.184846E+02
  26   2   2  91  -0.384977E+02
  27   2   2  91  -0.594390E+02
  28   2   2  91  -0.890070E+02
  29   2   2  91  -0.125316E+03
  30   2   2  91  -0.182627E+03
  31   2   2  91  -0.228583E+03
  32   2   2  91  -0.327174E+03
  33   2   2  91  -0.402330E+03
  34   2   2  91  -0.499651E+03
  35   2   2  91  -0.598737E+03
  36   2   2  91  -0.650632E+03
   1   3   2  91   0.311283E+06
   2   3   2  91   0.301885E+06
   3   3   2  91   0.294515E+06
   4   3   2  91   0.278603E+06
   5   3   2  91   0.266736E+06
   6   3   2  91   0.255308E+06
   7   3   2  91   0.236385E+06
   8   3   2  91   0.221809E+06
   9   3   2  91   0.214180E+06
  10   3   2  91   0.218306E+06
  11   3   2  91   0.228838E+06
  12   3   2  91   0.247861E+06
  13   3   2  91   0.273367E+06
  14   3   2  91   0.287221E+06
  15   3   2  91   0.303068E+06
  16   3   2  91   0.313167E+06
  17   3   2  91   0.319193E+06
  18   3   2  91   0.324958E+06
  19   3   2  91   0.335843E+06
  20   3   2  91   0.340583E+06
  21   3   2  91   0.326808E+06
  22   3   2  91   0.317246E+06
  23   3   2  91   0.291932E+06
  24   3   2  91   0.238055E+06
  25   3   2  91   0.216939E+06
  26   3   2  91   0.160933E+06
  27   3   2  91   0.108175E+06
  28   3   2  91   0.646376E+05
  29   3   2  91   0.221188E+05
  30   3   2  91  -0.164315E+05
  31   3   2  91  -0.609245E+05
  32   3   2  91  -0.100973E+06
  33   3   2  91  -0.129582E+06
  34   3   2  91  -0.162143E+06
  35   3   2  91  -0.191182E+06
  36   3   2  91  -0.227102E+06
   1   1   3  91   0.832402E+03
   2   1   3  91   0.105354E+04
   3   1   3  91   0.121715E+04
   4   1   3  91   0.134496E+04
   5   1   3  91   0.140748E+04
   6   1   3  91   0.144558E+04
   7   1   3  91   0.140921E+04
   8   1   3  91   0.125960E+04
   9   1   3  91   0.113332E+04
  10   1   3  91   0.942616E+03
  11   1   3  91   0.805042E+03
  12   1   3  91   0.686676E+03
  13   1   3  91   0.595709E+03
  14   1   3  91   0.488889E+03
  15   1   3  91   0.358697E+03
  16   1   3  91   0.243955E+03
  17   1   3  91   0.146723E+03
  18   1   3  91   0.107129E+03
  19   1   3  91   0.785587E+02
  20   1   3  91   0.631254E+02
  21   1   3  91   0.475015E+02
  22   1   3  91   0.291896E+02
  23   1   3  91   0.951403E+01
  24   1   3  91  -0.122544E+02
  25   1   3  91  -0.397500E+02
  26   1   3  91  -0.726377E+02
  27   1   3  91  -0.106621E+03
  28   1   3  91  -0.151696E+03
  29   1   3  91  -0.199872E+03
  30   1   3  91  -0.264578E+03
  31   1   3  91  -0.316385E+03
  32   1   3  91  -0.361207E+03
  33   1   3  91  -0.406823E+03
  34   1   3  91  -0.448909E+03
  35   1   3  91  -0.529844E+03
  36   1   3  91  -0.498599E+03
   1   2   3  91  -0.121837E+01
   2   2   3  91  -0.106668E+01
   3   2   3  91  -0.865071E+00
   4   2   3  91  -0.608695E+00
   5   2   3  91  -0.296459E+00
   6   2   3  91   0.686775E-01
   7   2   3  91   0.479879E+00
   8   2   3  91   0.926923E+00
   9   2   3  91   0.139677E+01
  10   2   3  91   0.187405E+01
  11   2   3  91   0.234146E+01
  12   2   3  91   0.278007E+01
  13   2   3  91   0.316997E+01
  14   2   3  91   0.349105E+01
  15   2   3  91   0.372438E+01
  16   2   3  91   0.385375E+01
  17   2   3  91   0.386747E+01
  18   2   3  91   0.375995E+01
  19   2   3  91   0.353278E+01
  20   2   3  91   0.319513E+01
  21   2   3  91   0.276325E+01
  22   2   3  91   0.225918E+01
  23   2   3  91   0.170883E+01
  24   2   3  91   0.113990E+01
  25   2   3  91   0.579627E+00
  26   2   3  91   0.528531E-01
  27   2   3  91  -0.419815E+00
  28   2   3  91  -0.823399E+00
  29   2   3  91  -0.114951E+01
  30   2   3  91  -0.139666E+01
  31   2   3  91  -0.156985E+01
  32   2   3  91  -0.177062E+01
  33   2   3  91  -0.144745E+02
  34   2   3  91  -0.295252E+02
  35   2   3  91  -0.450320E+02
  36   2   3  91  -0.122356E+03
   1   3   3  91  -0.646337E+06
   2   3   3  91  -0.663283E+06
   3   3   3  91  -0.664308E+06
   4   3   3  91  -0.676627E+06
   5   3   3  91  -0.671848E+06
   6   3   3  91  -0.697552E+06
   7   3   3  91  -0.705407E+06
   8   3   3  91  -0.698841E+06
   9   3   3  91  -0.671269E+06
  10   3   3  91  -0.594432E+06
  11   3   3  91  -0.508106E+06
  12   3   3  91  -0.412156E+06
  13   3   3  91  -0.337323E+06
  14   3   3  91  -0.241468E+06
  15   3   3  91  -0.139137E+06
  16   3   3  91  -0.414910E+05
  17   3   3  91   0.491804E+05
  18   3   3  91   0.132339E+06
  19   3   3  91   0.199902E+06
  20   3   3  91   0.247633E+06
  21   3   3  91   0.268271E+06
  22   3   3  91   0.264219E+06
  23   3   3  91   0.249413E+06
  24   3   3  91   0.203100E+06
  25   3   3  91   0.168063E+06
  26   3   3  91   0.132551E+06
  27   3   3  91   0.111066E+06
  28   3   3  91   0.104287E+06
  29   3   3  91   0.108152E+06
  30   3   3  91   0.121079E+06
  31   3   3  91   0.136123E+06
  32   3   3  91   0.155787E+06
  33   3   3  91   0.177555E+06
  34   3   3  91   0.200660E+06
  35   3   3  91   0.259578E+06
  36   3   3  91   0.250195E+06
   1   1   4  91  -0.000000E+00
   2   1   4  91  -0.000000E+00
   3   1   4  91  -0.000000E+00
   4   1   4  91   0.000000E+00
   5   1   4  91   0.000000E+00
   6   1   4  91   0.000000E+00
   7   1   4  91   0.000000E+00
   8   1   4  91   0.000000E+00
   9   1   4  91   0.000000E+00
  10   1   4  91   0.000000E+00
  11   1   4  91   0.000000E+00
  12   1   4  91   0.000000E+00
  13   1   4  91   0.126384E+04
  14   1   4  91   0.127170E+04
  15   1   4  91   0.128714E+04
  16   1   4  91   0.124106E+04
  17   1   4  91   0.105989E+04
  18   1   4  91   0.881878E+03
  19   1   4  91   0.731779E+03
  20   1   4  91   0.600917E+03
  21   1   4  91   0.481839E+03
  22   1   4  91   0.366035E+03
  23   1   4  91   0.247453E+03
  24   1   4  91   0.153611E+03
  25   1   4  91   0.662380E+02
  26   1   4  91  -0.109753E+02
  27   1   4  91  -0.788587E+02
  28   1   4  91  -0.142424E+03
  29   1   4  91  -0.198196E+03
  30   1   4  91  -0.239867E+03
  31   1   4  91  -0.280482E+03
  32   1   4  91  -0.309054E+03
  33   1   4  91  -0.330074E+03
  34   1   4  91  -0.331579E+03
  35   1   4  91  -0.326865E+03
  36   1   4  91  -0.306434E+03
   1   2   4  91   0.000000E+00
   2   2   4  91   0.000000E+00
   3   2   4  91   0.000000E+00
   4   2   4  91   0.000000E+00
   5   2   4  91   0.000000E+00
   6   2   4  91   0.000000E+00
   7   2   4  91   0.000000E+00
   8   2   4  91   0.000000E+00
   9   2   4  91   0.000000E+00
  10   2   4  91   0.000000E+00
  11   2   4  91   0.000000E+00
  12   2   4  91   0.000000E+00
  13   2   4  91   0.302050E+01
  14   2   4  91   0.265770E+01
  15   2   4  91   0.255513E+01
  16   2   4  91   0.100550E+02
  17   2   4  91   0.549552E+02
  18   2   4  91   0.450175E+02
  19   2   4  91  -0.261657E+02
  20   2   4  91  -0.143218E+03
  21   2   4  91  -0.298219E+03
  22   2   4  91  -0.465725E+03
  23   2   4  91  -0.647356E+03
  24   2   4  91  -0.790233E+03
  25   2   4  91  -0.907394E+03
  26   2   4  91  -0.989941E+03
  27   2   4  91  -0.112020E+04
  28   2   4  91  -0.117451E+04
  29   2   4  91  -0.114937E+04
  30   2   4  91  -0.114893E+04
  31   2   4  91  -0.109901E+04
  32   2   4  91  -0.109952E+04
  33   2   4  91  -0.107942E+04
  34   2   4  91  -0.100952E+04
  35   2   4  91  -0.910860E+03
  36   2   4  91  -0.777651E+03
   1   3   4  91  -0.000000E+00
   2   3   4  91  -0.000000E+00
   3   3   4  91  -0.000000E+00
   4   3   4  91  -0.000000E+00
   5   3   4  91  -0.000000E+00
   6   3   4  91  -0.000000E+00
   7   3   4  91  -0.000000E+00
   8   3   4  91  -0.000000E+00
   9   3   4  91  -0.000000E+00
  10   3   4  91  -0.000000E+00
  11   3   4  91  -0.000000E+00
  12   3   4  91  -0.000000E+00
  13   3   4  91   0.629936E+05
  14   3   4  91   0.162944E+06
  15   3   4  91   0.253952E+06
  16   3   4  91   0.323262E+06
  17   3   4  91   0.346371E+06
  18   3   4  91   0.348693E+06
  19   3   4  91   0.330506E+06
  20   3   4  91   0.300397E+06
  21   3   4  91   0.266736E+06
  22   3   4  91   0.233829E+06
  23   3   4  91   0.193575E+06
  24   3   4  91   0.170136E+06
  25   3   4  91   0.140208E+06
  26   3   4  91   0.117406E+06
  27   3   4  91   0.973429E+05
  28   3   4  91   0.875835E+05
  29   3   4  91   0.781224E+05
  30   3   4  91   0.714937E+05
  31   3   4  91   0.732868E+05
  32   3   4  91   0.733901E+05
  33   3   4  91   0.774608E+05
  34   3   4  91   0.817843E+05
  35   3   4  91   0.854819E+05
  36   3   4  91   0.871957E+05
   1   1   5  91   0.000000E+00
   2   1   5  91  -0.000000E+00
   3   1   5  91  -0.000000E+00
   4   1   5  91  -0.000000E+00
   5   1   5  91  -0.000000E+00
   6   1   5  91  -0.000000E+00
   7   1   5  91  -0.000000E+00
   8   1   5  91  -0.000000E+00
   9   1   5  91  -0.000000E+00
  10   1   5  91  -0.000000E+00
  11   1   5  91  -0.000000E+00
  12   1   5  91  -0.000000E+00
  13   1   5  91  -0.487792E+03
  14   1   5  91  -0.200489E+03
  15   1   5  91  -0.144516E+03
  16   1   5  91  -0.132683E+03
  17   1   5  91  -0.147672E+03
  18   1   5  91  -0.145538E+03
  19   1   5  91  -0.187719E+03
  20   1   5  91  -0.158694E+03
  21   1   5  91  -0.163296E+03
  22   1   5  91  -0.157118E+03
  23   1   5  91  -0.206159E+03
  24   1   5  91  -0.237026E+03
  25   1   5  91  -0.252441E+03
  26   1   5  91  -0.256052E+03
  27   1   5  91  -0.288186E+03
  28   1   5  91  -0.292729E+03
  29   1   5  91  -0.284695E+03
  30   1   5  91  -0.294254E+03
  31   1   5  91  -0.245244E+03
  32   1   5  91  -0.184247E+03
  33   1   5  91  -0.121018E+03
  34   1   5  91  -0.242966E+02
  35   1   5  91   0.794724E+02
  36   1   5  91   0.195341E+03
   1   2   5  91  -0.000000E+00
   2   2   5  91  -0.000000E+00
   3   2   5  91  -0.000000E+00
   4   2   5  91  -0.000000E+00
   5   2   5  91  -0.000000E+00
   6   2   5  91  -0.000000E+00
   7   2   5  91   0.000000E+00
   8   2   5  91   0.000000E+00
   9   2   5  91   0.000000E+00
  10   2   5  91   0.000000E+00
  11   2   5  91   0.000000E+00
  12   2   5  91   0.000000E+00
  13   2   5  91   0.285346E+01
  14   2   5  91   0.293402E+01
  15   2   5  91   0.292590E+01
  16   2   5  91   0.284761E+01
  17   2   5  91   0.271929E+01
  18   2   5  91   0.256029E+01
  19   2   5  91   0.238715E+01
  20   2   5  91   0.221224E+01
  21   2   5  91   0.204327E+01
  22   2   5  91   0.188354E+01
  23   2   5  91   0.173279E+01
  24   2   5  91   0.158841E+01
  25   2   5  91   0.144677E+01
  26   2   5  91   0.130439E+01
  27   2   5  91   0.115887E+01
  28   2   5  91   0.100944E+01
  29   2   5  91   0.857079E+00
  30   2   5  91   0.704297E+00
  31   2   5  91   0.554509E+00
  32   2   5  91   0.411231E+00
  33   2   5  91   0.277180E+00
  34   2   5  91   0.153464E+00
  35   2   5  91   0.390371E-01
  36   2   5  91  -0.791784E-01
   1   3   5  91   0.000000E+00
   2   3   5  91   0.000000E+00
   3   3   5  91   0.000000E+00
   4   3   5  91  -0.000000E+00
   5   3   5  91  -0.000000E+00
   6   3   5  91  -0.000000E+00
   7   3   5  91  -0.000000E+00
   8   3   5  91  -0.000000E+00
   9   3   5  91  -0.000000E+00
  10   3   5  91  -0.000000E+00
  11   3   5  91  -0.000000E+00
  12   3   5  91  -0.000000E+00
  13   3   5  91  -0.125678E+06
  14   3   5  91  -0.133785E+06
  15   3   5  91  -0.162034E+06
  16   3   5  91  -0.197299E+06
  17   3   5  91  -0.252429E+06
  18   3   5  91  -0.313259E+06
  19   3   5  91  -0.368624E+06
  20   3   5  91  -0.421929E+06
  21   3   5  91  -0.429966E+06
  22   3   5  91  -0.316570E+06
  23   3   5  91  -0.262810E+06
  24   3   5  91  -0.250539E+06
  25   3   5  91  -0.244278E+06
  26   3   5  91  -0.220292E+06
  27   3   5  91  -0.219549E+06
  28   3   5  91  -0.208171E+06
  29   3   5  91  -0.202964E+06
  30   3   5  91  -0.180186E+06
  31   3   5  91  -0.140609E+06
  32   3   5  91  -0.120555E+06
  33   3   5  91  -0.883753E+05
  34   3   5  91  -0.509671E+05
  35   3   5  91  -0.189867E+05
  36   3   5  91   0.145027E+05
   1   1   1  92   0.116854E+04
   2   1   1  92   0.973506E+03
   3   1   1  92   0.759014E+03
   4   1   1  92   0.542822E+03
   5   1   1  92   0.328496E+03
   6   1   1  92   0.106330E+03
   7   1   1  92  -0.278257E+02
   8   1   1  92  -0.125673E+03
   9   1   1  92  -0.251415E+03
  10   1   1  92  -0.381362E+03
  11   1   1  92  -0.465704E+03
  12   1   1  92  -0.498846E+03
  13   1   1  92  -0.513040E+03
  14   1   1  92  -0.530699E+03
  15   1   1  92  -0.525841E+03
  16   1   1  92  -0.528011E+03
  17   1   1  92  -0.528717E+03
  18   1   1  92  -0.537309E+03
  19   1   1  92  -0.542209E+03
  20   1   1  92  -0.559967E+03
  21   1   1  92  -0.580035E+03
  22   1   1  92  -0.601732E+03
  23   1   1  92  -0.631897E+03
  24   1   1  92  -0.662305E+03
  25   1   1  92  -0.640564E+03
  26   1   1  92  -0.610211E+03
  27   1   1  92  -0.563825E+03
  28   1   1  92  -0.522119E+03
  29   1   1  92  -0.482506E+03
  30   1   1  92  -0.440525E+03
  31   1   1  92  -0.392452E+03
  32   1   1  92  -0.353351E+03
  33   1   1  92  -0.333285E+03
  34   1   1  92  -0.277330E+03
  35   1   1  92  -0.222863E+03
  36   1   1  92  -0.159636E+03
   1   2   1  92  -0.150678E+01
   2   2   1  92  -0.162298E+01
   3   2   1  92  -0.174937E+01
   4   2   1  92  -0.187113E+01
   5   2   1  92  -0.197430E+01
   6   2   1  92  -0.204784E+01
   7   2   1  92  -0.208497E+01
   8   2   1  92  -0.208354E+01
   9   2   1  92  -0.204536E+01
  10   2   1  92  -0.197482E+01
  11   2   1  92  -0.187709E+01
  12   2   1  92  -0.175645E+01
  13   2   1  92  -0.161491E+01
  14   2   1  92  -0.145158E+01
  15   2   1  92  -0.126269E+01
  16   2   1  92  -0.105268E+01
  17   2   1  92  -0.134094E+01
  18   2   1  92  -0.160022E+01
  19   2   1  92  -0.898053E+00
  20   2   1  92   0.326057E+01
  21   2   1  92   0.148790E+02
  22   2   1  92   0.403737E+02
  23   2   1  92   0.914330E+02
  24   2   1  92   0.186932E+03
  25   2   1  92   0.378783E+03
  26   2   1  92   0.654861E+03
  27   2   1  92   0.101820E+04
  28   2   1  92   0.135298E+04
  29   2   1  92   0.161753E+04
  30   2   1  92   0.182304E+04
  31   2   1  92   0.194034E+04
  32   2   1  92   0.196924E+04
  33   2   1  92   0.183487E+04
  34   2   1  92   0.175578E+04
  35   2   1  92   0.153553E+04
  36   2   1  92   0.129576E+04
   1   3   1  92   0.536998E+06
   2   3   1  92   0.522937E+06
   3   3   1  92   0.507414E+06
   4   3   1  92   0.496947E+06
   5   3   1  92   0.521288E+06
   6   3   1  92   0.527451E+06
   7   3   1  92   0.427196E+06
   8   3   1  92   0.334746E+06
   9   3   1  92   0.227190E+06
  10   3   1  92   0.121576E+06
  11   3   1  92   0.529838E+04
  12   3   1  92  -0.944241E+05
  13   3   1  92  -0.187654E+06
  14   3   1  92  -0.282100E+06
  15   3   1  92  -0.361143E+06
  16   3   1  92  -0.431313E+06
  17   3   1  92  -0.508471E+06
  18   3   1  92  -0.558947E+06
  19   3   1  92  -0.598133E+06
  20   3   1  92  -0.640308E+06
  21   3   1  92  -0.667474E+06
  22   3   1  92  -0.683096E+06
  23   3   1  92  -0.685599E+06
  24   3   1  92  -0.678126E+06
  25   3   1  92  -0.611178E+06
  26   3   1  92  -0.496150E+06
  27   3   1  92  -0.402396E+06
  28   3   1  92  -0.316722E+06
  29   3   1  92  -0.233534E+06
  30   3   1  92  -0.157825E+06
  31   3   1  92  -0.887674E+05
  32   3   1  92  -0.319519E+05
  33   3   1  92   0.170889E+05
  34   3   1  92   0.535142E+05
  35   3   1  92   0.770912E+05
  36   3   1  92   0.851156E+05
   1   1   2  92   0.302722E+03
   2   1   2  92   0.349646E+03
   3   1   2  92   0.386065E+03
   4   1   2  92   0.404512E+03
   5   1   2  92   0.416982E+03
